Entry,Gene Names,Protein names,Query_original,Query_clean
Q96M86,DNHD1 C11orf47 CCDC35 DHCD1 DNHD1L UNQ5781/PRO12970,Dynein heavy chain domain-containing protein 1 (Coiled-coil domain-containing protein 35) (Dynein heavy chain domain 1-like protein),Dynein heavy chain domain-containing protein 1 (Coiled-coil domain-containing protein 35) (Dynein heavy chain domain 1-like protein),Dynein heavy chain domain-containing protein 1
B0I1S4,,Dynein heavy chain domain-containing protein 1 (Coiled-coil domain-containing protein 35) (Dynein heavy chain domain 1-like protein),Dynein heavy chain domain-containing protein 1 (Coiled-coil domain-containing protein 35) (Dynein heavy chain domain 1-like protein),Dynein heavy chain domain-containing protein 1
Q03001,DST BP230 BP240 BPAG1 DMH DT KIAA0728,Dystonin (230 kDa bullous pemphigoid antigen) (230/240 kDa bullous pemphigoid antigen) (Bullous pemphigoid antigen 1) (BPA) (Bullous pemphigoid antigen) (Dystonia musculorum protein) (Hemidesmosomal plaque protein),Dystonin,Dystonin
F8W9J4,DST,Dystonin (Bullous pemphigoid antigen 1) (Dystonia musculorum protein) (Hemidesmosomal plaque protein),Dystonin,Dystonin
E9PHM6,DST,Dystonin (Bullous pemphigoid antigen 1) (Dystonia musculorum protein) (Hemidesmosomal plaque protein),Dystonin,Dystonin
Q5T0V7,DST,Dystonin (Bullous pemphigoid antigen 1) (Dystonia musculorum protein) (Hemidesmosomal plaque protein),Dystonin,Dystonin
A0A7P0T890,DST,Dystonin (Bullous pemphigoid antigen 1) (Dystonia musculorum protein) (Hemidesmosomal plaque protein),Dystonin,Dystonin
Q03001,DST BP230 BP240 BPAG1 DMH DT KIAA0728,Dystonin (230 kDa bullous pemphigoid antigen) (230/240 kDa bullous pemphigoid antigen) (Bullous pemphigoid antigen 1) (BPA) (Bullous pemphigoid antigen) (Dystonia musculorum protein) (Hemidesmosomal plaque protein),Dystonin (230 kDa bullous pemphigoid antigen) (230/240 kDa bullous pemphigoid antigen) (Bullous pemphigoid antigen 1) (BPA) (Bullous pemphigoid antigen) (Dystonia musculorum protein) (Hemidesmosomal plaque protein),Dystonin
F8W9J4,DST,Dystonin (Bullous pemphigoid antigen 1) (Dystonia musculorum protein) (Hemidesmosomal plaque protein),Dystonin (230 kDa bullous pemphigoid antigen) (230/240 kDa bullous pemphigoid antigen) (Bullous pemphigoid antigen 1) (BPA) (Bullous pemphigoid antigen) (Dystonia musculorum protein) (Hemidesmosomal plaque protein),Dystonin
E9PHM6,DST,Dystonin (Bullous pemphigoid antigen 1) (Dystonia musculorum protein) (Hemidesmosomal plaque protein),Dystonin (230 kDa bullous pemphigoid antigen) (230/240 kDa bullous pemphigoid antigen) (Bullous pemphigoid antigen 1) (BPA) (Bullous pemphigoid antigen) (Dystonia musculorum protein) (Hemidesmosomal plaque protein),Dystonin
Q5T0V7,DST,Dystonin (Bullous pemphigoid antigen 1) (Dystonia musculorum protein) (Hemidesmosomal plaque protein),Dystonin (230 kDa bullous pemphigoid antigen) (230/240 kDa bullous pemphigoid antigen) (Bullous pemphigoid antigen 1) (BPA) (Bullous pemphigoid antigen) (Dystonia musculorum protein) (Hemidesmosomal plaque protein),Dystonin
A0A7P0T890,DST,Dystonin (Bullous pemphigoid antigen 1) (Dystonia musculorum protein) (Hemidesmosomal plaque protein),Dystonin (230 kDa bullous pemphigoid antigen) (230/240 kDa bullous pemphigoid antigen) (Bullous pemphigoid antigen 1) (BPA) (Bullous pemphigoid antigen) (Dystonia musculorum protein) (Hemidesmosomal plaque protein),Dystonin
P49792,RANBP2 NUP358,E3 SUMO-protein ligase RanBP2 (EC 2.3.2.-) (358 kDa nucleoporin) (Nuclear pore complex protein Nup358) (Nucleoporin Nup358) (Ran-binding protein 2) (RanBP2) (p270),E3 SUMO-protein ligase RanBP2 (EC 2.3.2.-) (358 kDa nucleoporin) (Nuclear pore complex protein Nup358) (Nucleoporin Nup358) (Ran-binding protein 2) (RanBP2) (p270),E3 SUMO-protein ligase RanBP2
A0A8V8TMX6,RANBP2,E3 SUMO-protein ligase RanBP2 (Ran-binding protein 2),E3 SUMO-protein ligase RanBP2 (EC 2.3.2.-) (358 kDa nucleoporin) (Nuclear pore complex protein Nup358) (Nucleoporin Nup358) (Ran-binding protein 2) (RanBP2) (p270),E3 SUMO-protein ligase RanBP2
A0A8V8TL79,RANBP2,E3 SUMO-protein ligase RanBP2 (Ran-binding protein 2),E3 SUMO-protein ligase RanBP2 (EC 2.3.2.-) (358 kDa nucleoporin) (Nuclear pore complex protein Nup358) (Nucleoporin Nup358) (Ran-binding protein 2) (RanBP2) (p270),E3 SUMO-protein ligase RanBP2
A0A8V8TLN4,RANBP2,E3 SUMO-protein ligase RanBP2 (Ran-binding protein 2),E3 SUMO-protein ligase RanBP2 (EC 2.3.2.-) (358 kDa nucleoporin) (Nuclear pore complex protein Nup358) (Nucleoporin Nup358) (Ran-binding protein 2) (RanBP2) (p270),E3 SUMO-protein ligase RanBP2
A0A8V8TLA0,RANBP2,E3 SUMO-protein ligase RanBP2 (Ran-binding protein 2),E3 SUMO-protein ligase RanBP2 (EC 2.3.2.-) (358 kDa nucleoporin) (Nuclear pore complex protein Nup358) (Nucleoporin Nup358) (Ran-binding protein 2) (RanBP2) (p270),E3 SUMO-protein ligase RanBP2
Q9Y577,TRIM17 RBCC RNF16 TERF,E3 ubiquitin-protein ligase TRIM17 (EC 2.3.2.27) (RING finger protein 16) (RING-type E3 ubiquitin transferase TRIM17) (Testis RING finger protein) (Tripartite motif-containing protein 17),E3 ubiquitin-protein ligase TRIM17 (EC 2.3.2.27) (RING finger protein 16) (RING-type E3 ubiquitin transferase TRIM17) (Testis RING finger protein) (Tripartite motif-containing protein 17),E3 ubiquitin-protein ligase TRIM17
Q5T4S7,UBR4 KIAA0462 KIAA1307 RBAF600,E3 ubiquitin-protein ligase UBR4 (EC 2.3.2.27) (600 kDa retinoblastoma protein-associated factor) (p600) (N-recognin-4) (Retinoblastoma-associated factor of 600 kDa) (RBAF600),E3 ubiquitin-protein ligase UBR4 (EC 2.3.2.27) (600 kDa retinoblastoma protein-associated factor) (p600) (N-recognin-4) (Retinoblastoma-associated factor of 600 kDa) (RBAF600),E3 ubiquitin-protein ligase UBR4
Q96AZ1,EEF1AKMT3 FAM119B HCA557A METTL21B,EEF1A lysine methyltransferase 3 (EC 2.1.1.-) (Hepatocellular carcinoma-associated antigen 557a) (Methyltransferase-like protein 21B) (Protein-lysine methyltransferase METTL21B) (eEF1A-KMT3),EEF1A lysine methyltransferase 3,EEF1A lysine methyltransferase 3
A8K8B1,,EEF1A lysine methyltransferase 3 (Methyltransferase-like protein 21B) (Protein-lysine methyltransferase METTL21B),EEF1A lysine methyltransferase 3,EEF1A lysine methyltransferase 3
A0A494C1I5,,EEF1A lysine methyltransferase 3,EEF1A lysine methyltransferase 3,EEF1A lysine methyltransferase 3
F8W226,EEF1AKMT3,EEF1A lysine methyltransferase 3,EEF1A lysine methyltransferase 3,EEF1A lysine methyltransferase 3
F8VZI8,EEF1AKMT3,EEF1A lysine methyltransferase 3,EEF1A lysine methyltransferase 3,EEF1A lysine methyltransferase 3
Q8N7U6,EFHB CFAP21,EF-hand domain-containing family member B (Cilia- and flagella-associated protein 21),EF-hand domain-containing family member B (Cilia- and flagella-associated protein 21),EF-hand domain-containing family member B
Q12805,EFEMP1 FBLN3 FBNL,EGF-containing fibulin-like extracellular matrix protein 1 (Extracellular protein S1-5) (Fibrillin-like protein) (Fibulin-3) (FIBL-3),EGF-containing fibulin-like extracellular matrix protein 1 (Extracellular protein S1-5) (Fibrillin-like protein) (Fibulin-3) (FIBL-3),EGF-containing fibulin-like extracellular matrix protein 1
B2R6M6,,EGF-containing fibulin-like extracellular matrix protein 1 (Fibulin-3),EGF-containing fibulin-like extracellular matrix protein 1 (Extracellular protein S1-5) (Fibrillin-like protein) (Fibulin-3) (FIBL-3),EGF-containing fibulin-like extracellular matrix protein 1
B3KS53,,EGF-containing fibulin-like extracellular matrix protein 1 (Fibulin-3),EGF-containing fibulin-like extracellular matrix protein 1 (Extracellular protein S1-5) (Fibrillin-like protein) (Fibulin-3) (FIBL-3),EGF-containing fibulin-like extracellular matrix protein 1
Q59G97,,EGF-containing fibulin-like extracellular matrix protein 1 (Fibulin-3),EGF-containing fibulin-like extracellular matrix protein 1 (Extracellular protein S1-5) (Fibrillin-like protein) (Fibulin-3) (FIBL-3),EGF-containing fibulin-like extracellular matrix protein 1
A0A0S2Z4F1,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1 (Fibulin-3),EGF-containing fibulin-like extracellular matrix protein 1 (Extracellular protein S1-5) (Fibrillin-like protein) (Fibulin-3) (FIBL-3),EGF-containing fibulin-like extracellular matrix protein 1
Q8NDI1,EHBP1 KIAA0903 NACSIN,EH domain-binding protein 1,EH domain binding protein 1,EH domain binding protein 1
Q8N3D4,EHBP1L1,EH domain-binding protein 1-like protein 1,EH domain binding protein 1,EH domain binding protein 1
B5MC86,EHBP1,EH domain binding protein 1,EH domain binding protein 1,EH domain binding protein 1
A0A140VK17,EHBP1 hCG_2039624,"EH domain binding protein 1, isoform CRA_a (Testis tissue sperm-binding protein Li 50e)",EH domain binding protein 1,EH domain binding protein 1
C9IYU2,EHBP1,EH domain binding protein 1,EH domain binding protein 1,EH domain binding protein 1
Q9HCE0,EPG5 KIAA1632,Ectopic P granules protein 5 homolog,Ectopic P granules protein 5 homolog,Ectopic P granules protein 5 homolog
A0A8Q3SIJ4,EPG5,Ectopic P-granules 5 autophagy tethering factor,Ectopic P-granules 5 autophagy tethering factor,Ectopic P-granules 5 autophagy tethering factor
A0A8Q3SIU6,EPG5,Ectopic P-granules 5 autophagy tethering factor,Ectopic P-granules 5 autophagy tethering factor,Ectopic P-granules 5 autophagy tethering factor
K7EM87,EPG5,Ectopic P-granules 5 autophagy tethering factor,Ectopic P-granules 5 autophagy tethering factor,Ectopic P-granules 5 autophagy tethering factor
A0A8Q3SIP5,EPG5,Ectopic P-granules 5 autophagy tethering factor,Ectopic P-granules 5 autophagy tethering factor,Ectopic P-granules 5 autophagy tethering factor
A0A8Q3SJD2,EPG5,Ectopic P-granules 5 autophagy tethering factor,Ectopic P-granules 5 autophagy tethering factor,Ectopic P-granules 5 autophagy tethering factor
P43897,TSFM,"Elongation factor Ts, mitochondrial (EF-Ts) (EF-TsMt)","Elongation factor Ts, mitochondrial (EF-Ts) (EF-TsMt)","Elongation factor Ts, mitochondrial"
F8VPA7,TSFM,"Elongation factor Ts, mitochondrial (EF-Ts) (EF-TsMt)","Elongation factor Ts, mitochondrial (EF-Ts) (EF-TsMt)","Elongation factor Ts, mitochondrial"
F8VS27,TSFM,"Elongation factor Ts, mitochondrial (EF-Ts) (EF-TsMt)","Elongation factor Ts, mitochondrial (EF-Ts) (EF-TsMt)","Elongation factor Ts, mitochondrial"
E5KS95,TSFM,"Elongation factor Ts, mitochondrial (EF-Ts) (EF-TsMt)","Elongation factor Ts, mitochondrial (EF-Ts) (EF-TsMt)","Elongation factor Ts, mitochondrial"
B4DHY8,TSFM,"Elongation factor Ts, mitochondrial (EF-Ts) (EF-TsMt)","Elongation factor Ts, mitochondrial (EF-Ts) (EF-TsMt)","Elongation factor Ts, mitochondrial"
P11021,HSPA5 GRP78,Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein),Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein),Endoplasmic reticulum chaperone BiP
V9HWB4,HEL-S-89n,Endoplasmic reticulum chaperone BIP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (Binding-immunoglobulin protein) (Endoplasmic reticulum chaperone BiP) (Heat shock protein 70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein),Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein),Endoplasmic reticulum chaperone BiP
A0A7P0TAI0,HSPA5,Endoplasmic reticulum chaperone BIP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (Binding-immunoglobulin protein) (Endoplasmic reticulum chaperone BiP) (Heat shock protein 70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein),Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein),Endoplasmic reticulum chaperone BiP
A0A7P0TB36,HSPA5,Endoplasmic reticulum chaperone BIP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (Binding-immunoglobulin protein) (Endoplasmic reticulum chaperone BiP) (Heat shock protein 70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein),Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein),Endoplasmic reticulum chaperone BiP
F8W9E7,ELMO3,Engulfment and cell motility 3,Engulfment and cell motility 3,Engulfment and cell motility 3
I3L4D1,ELMO3,Engulfment and cell motility 3,Engulfment and cell motility 3,Engulfment and cell motility 3
Q96BJ8,ELMO3,Engulfment and cell motility protein 3,Engulfment and cell motility protein 3,Engulfment and cell motility protein 3
V9HW34,HEL-213,Epididymis luminal protein 213,Epididymis luminal protein 213,Epididymis luminal protein 213
V9HW68,HEL-214,Epididymis luminal protein 214,Epididymis luminal protein 214,Epididymis luminal protein 214
P11586,MTHFD1 MTHFC MTHFD,"C-1-tetrahydrofolate synthase, cytoplasmic (C1-THF synthase) (Epididymis secretory sperm binding protein) [Cleaved into: C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed] [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9); Formyltetrahydrofolate synthetase (EC 6.3.4.3)]",Epididymis secretory sperm binding protein,Epididymis secretory sperm binding protein
A0A384ME25,,Epididymis secretory sperm binding protein,Epididymis secretory sperm binding protein,Epididymis secretory sperm binding protein
K9JA46,EL52 HEL-S-65p,Epididymis luminal secretory protein 52 (Epididymis secretory sperm binding protein Li 65p),Epididymis secretory sperm binding protein,Epididymis secretory sperm binding protein
A0A024R324,RHOA hCG_20136,"Epididymis secretory sperm binding protein (Ras homolog gene family, member A, isoform CRA_a)",Epididymis secretory sperm binding protein,Epididymis secretory sperm binding protein
A8K5I0,HEL-S-103 HSPA1A HSPA1B hCG_1820593 hCG_43726,Epididymis secretory protein Li 103 (Epididymis secretory sperm binding protein) (HSPA1A) (HSPA1B) (Heat shock 70kDa protein 1A) (Heat shock 70kDa protein 1B),Epididymis secretory sperm binding protein,Epididymis secretory sperm binding protein
Q99613,EIF3C EIF3S8,Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8) (eIF3 p110),Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8) (eIF3 p110),Eukaryotic translation initiation factor 3 subunit C
B5ME19,EIF3CL,Eukaryotic translation initiation factor 3 subunit C-like protein,Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8) (eIF3 p110),Eukaryotic translation initiation factor 3 subunit C
B4DRU0,EIF3C EIF3S8,Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8) (eIF3 p110),Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8) (eIF3 p110),Eukaryotic translation initiation factor 3 subunit C
B4DVQ5,EIF3C EIF3S8,Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8) (eIF3 p110),Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8) (eIF3 p110),Eukaryotic translation initiation factor 3 subunit C
A1KYQ7,EIF3C EIF3S8,Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8) (eIF3 p110),Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8) (eIF3 p110),Eukaryotic translation initiation factor 3 subunit C
B5ME19,EIF3CL,Eukaryotic translation initiation factor 3 subunit C-like protein,Eukaryotic translation initiation factor 3 subunit C-like protein,Eukaryotic translation initiation factor 3 subunit C-like protein
Q16610,ECM1,Extracellular matrix protein 1 (Secretory component p85),Extracellular matrix protein 1 (Secretory component p85),Extracellular matrix protein 1
Q5H8C1,FREM1 C9orf143 C9orf145 C9orf154,FRAS1-related extracellular matrix protein 1 (Protein QBRICK),Extracellular matrix protein 1 (Secretory component p85),Extracellular matrix protein 1
Q12805,EFEMP1 FBLN3 FBNL,EGF-containing fibulin-like extracellular matrix protein 1 (Extracellular protein S1-5) (Fibrillin-like protein) (Fibulin-3) (FIBL-3),Extracellular matrix protein 1 (Secretory component p85),Extracellular matrix protein 1
